numericID,Progress,Finished,Consent,Age,Gender,Gender_6_TEXT,Male,State,State2,LocalArea,Education,Education_7_TEXT,Employment,Income,Legal_TIME_First_Click,Legal_TIME_Last_Click,Legal_TIME_Page_Submit,Legal_TIME_Click_Count,Legal_Post,Legal_Pubs,Legal_All,NS_Fair,NS_Display,NS_Title,MEDIA,VenueInfo_Contact,VenueInfo_Hourly,ScreenMSG,Counselling_Treat,PC_TIME_First_Click,PC_TIME_Last_Click,PC_TIME_Page_Submit,PC_TIME_Click_Count,PC_Pokies,PC_All,SE_TIME_First_Click,SE_TIME_Last_Click,SE_TIME_Page_Submit,SE_TIME_Click_Count,SE_Pokies,SE_All,MaxBets,Resp_INDV,Resp_SNtwk,Resp_Design,Resp_Venues,Resp_Empl,Resp_Gvmt,Resp_Aust,Cards,Racing,SportsBetting,Dice,SkillGame,Pokies,Bingo,CasinoGames,LotteryScratch,None,Gambl_total,GamblMstDollars,GamblMstCents,PGSI_1,PGSI_2,PGSI_3,PGSI_4,PGSI_5,PGSI_6,PGSI_7,PGSI_8,PGSI_9,PGSI_total,PGSI_class,Gender_quota,Age_quota,Group,Group_N,Control,Brain,Design,Clubs,SpeedInterv,Speed1,Speed2,SpeedFinal,ArticleTime,ArticleTime2,ArticleCheck1,ArticleCheck2,TotalCheck
2911,100,TRUE,Yes,60,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 10 or below,NA,"No, not employed - not looking for work",$600 - $799,2.6,25.166,25.814,12,Strongly Agree,Agree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,4.091,45.818,46.558,15,Agree,Agree,16.586,96.974,98,14,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Slightly Disagree,Strongly Agree,Disagree,Strongly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,10,0,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,55-64,Design,3,0,0,1,0,357,569,691,1397,152.633,139.831,Music,Correct,Correct
2912,100,TRUE,Yes,60,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 10 or below,NA,"Yes, full time","$3,000 - $3,499",7.921,17.713,18.701,3,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,44.37,46.758,51.186,2,Strongly Agree,Strongly Agree,14.437,15.893,16.75,2,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,0,0,0,52,FALSE,52,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,55-64,Brain,2,0,1,0,0,74,180,511,704,53.264,NA,Correct,NA,Correct
2915,100,TRUE,Yes,71,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, part time",$400 - $599,8.034,40.02,41.763,5,Agree,Strongly Disagree,Strongly Disagree,I Don't Know,Strongly Agree,Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,14.87,35.199,36.821,4,Slightly Agree,Slightly Agree,8.022,12.668,14.642,3,Slightly Agree,Slightly Agree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Agree,0,350,0,0,0,125,0,20,0,FALSE,495,4000,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,9,High Risk,Male,65+,Design,3,0,0,1,0,262,383,856,1261,215.301,NA,Correct,NA,Correct
2918,100,TRUE,Yes,69,Female,NA,FALSE,Victoria,Victoria,Major City,Year 10 or below,NA,"No, not employed - not looking for work",Prefer not to say,27.941,46.845,48.931,3,Agree,Slightly Disagree,Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,70.436,77.284,78.274,2,Agree,Strongly Agree,38.301,44.769,45.703,2,Agree,Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,2,FALSE,2,5,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Clubs,4,0,0,0,1,266,432,858,1316,199.838,NA,Correct,NA,Correct
2919,100,TRUE,Yes,63,Female,NA,FALSE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$400 - $599,5.535,16.538,17.334,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,1.501,11.489,12.156,6,Strongly Agree,Slightly Agree,1.734,14.217,14.702,5,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,0,0,0,0,0,0,4,0,0,FALSE,4,12,0,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,55-64,Brain,2,0,1,0,0,608,1031,340,1384,123.253,8.356,Depression,Correct,Correct
2920,100,TRUE,Yes,53,Male,NA,TRUE,Victoria,Victoria,Major City,Year 12 or equivalent,NA,"Yes, part time","$3,500 - $3,999",9.354,39.988,41.729,7,Slightly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,11.845,68.349,69.579,9,Slightly Agree,Slightly Agree,15.222,36.661,38.114,6,Disagree,Disagree,Slightly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Slightly Disagree,0,0,0,0,0,0,0,0,2,FALSE,2,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,45-54,Design,3,0,0,1,0,187,272,773,1062,148.407,NA,Correct,NA,Correct
2923,100,TRUE,Yes,45,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"No, not employed - looking for work",Nil Income,3.458,15.005,15.853,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,1.671,47.556,48.359,8,Slightly Agree,Slightly Agree,2.392,19.408,21.445,9,Agree,Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,1,FALSE,1,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Brain,2,0,1,0,0,216,295,570,897,183.899,NA,Correct,NA,Correct
2926,100,TRUE,Yes,89,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$1,000 - $1,249",11.97,30.226,31.888,3,Agree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,23.581,30.645,35.395,2,Agree,Agree,23.679,30.975,31.93,2,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Clubs,4,0,0,0,1,172,309,596,1015,89.367,24.055,Again,Correct,Correct
2928,100,TRUE,Yes,57,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, casual",$300 - $399,7.858,16.466,17.988,3,Strongly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,27.477,39.55,40.587,5,Agree,Agree,13.184,15.542,16.442,3,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,250,FALSE,250,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,55-64,Control,1,1,0,0,0,NA,53,473,535,0,0,Control,Control,CTRL
2932,100,TRUE,Yes,65,Female,NA,FALSE,Victoria,Victoria,Major City,Year 12 or equivalent,NA,"No, not employed - looking for work",$800 - $999,8.766,17.086,18.67,3,Slightly Agree,Disagree,Disagree,Slightly Disagree,Disagree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,35.279,38.734,39.847,2,Agree,Agree,18.984,21.225,22.63,2,Slightly Disagree,Slightly Disagree,Strongly Agree,Agree,Disagree,Slightly Disagree,Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,40,52,0,100,FALSE,192,100,0,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,3,Moderate Risk,Female,65+,Brain,2,0,1,0,0,132,225,510,753,103.849,NA,Correct,NA,Correct
2933,100,TRUE,Yes,60,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$400 - $599,9.212,19.127,20.114,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1.645,13.131,13.815,5,Strongly Agree,Strongly Agree,2.488,11.179,11.867,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,55-64,Design,3,0,0,1,0,93,193,478,690,62.099,NA,Correct,NA,Correct
2935,100,TRUE,Yes,67,Male,NA,TRUE,New South Wales,New South Wales,Major City,Postgraduate degree,NA,"No, not employed - looking for work","$1,500 - $1,999",14.779,33.947,35.703,3,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,9.449,12.231,13.994,2,Agree,Agree,5.62,6.85,7.681,2,Agree,Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,5,FALSE,5,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Control,1,1,0,0,0,NA,148,412,576,0,0,Control,Control,CTRL
2938,100,TRUE,Yes,76,Male,NA,TRUE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$400 - $599,10.736,28.681,30.767,3,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,38.494,42.326,44.602,2,Agree,Agree,36.442,38.819,41.049,2,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,100,FALSE,100,2000,0,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,1,Low Risk,Male,65+,Control,1,1,0,0,0,NA,88,733,837,0,0,Control,Control,CTRL
2939,100,TRUE,Yes,54,Female,NA,FALSE,Victoria,Victoria,Major City,Year 12 or equivalent,NA,"No, not employed - not looking for work","$1,000 - $1,249",17.262,36.952,37.87,7,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,11.509,36.827,38.102,9,Agree,Strongly Agree,3.809,10.613,12.199,4,Agree,Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,25,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Control,1,1,0,0,0,NA,187,1004,1210,0,0,Control,Control,CTRL
2943,100,TRUE,Yes,51,Female,NA,FALSE,Victoria,Victoria,Major City,Postgraduate degree,NA,"Yes, part time",Prefer not to say,5.104,10.754,12.147,3,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,18.702,22.229,23.46,2,Strongly Agree,Strongly Agree,3.73,5.463,6.389,2,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Agree,Agree,1,0,0,0,0,0,0,0,0,FALSE,1,400,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Clubs,4,0,0,0,1,90,526,379,912,61.114,NA,Correct,NA,Correct
2944,100,TRUE,Yes,48,Male,NA,TRUE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"Yes, full time","$3,000 - $3,499",3.073,23.002,24.644,7,Strongly Agree,Agree,Agree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,54.917,79.091,80.296,17,Strongly Agree,Strongly Agree,66.492,137.784,139.556,14,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,0,0,60,0,0,0,0,0,12,FALSE,72,8000,0,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Almost always,8,High Risk,Male,45-54,Design,3,0,0,1,0,415,709,1135,1884,381.365,NA,Correct,NA,Correct
2946,100,TRUE,Yes,50,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$1,500 - $1,999",2.168,7.132,7.895,7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5.525,30.232,31.694,12,Disagree,Disagree,2.334,18.617,19.568,9,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,3,0,0,52,FALSE,55,500,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Brain,2,0,1,0,0,134,187,344,561,115.632,NA,Correct,NA,Correct
2953,100,TRUE,Yes,48,Male,NA,TRUE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"No, not employed - not looking for work",$400 - $599,25.398,47.286,47.964,3,Agree,Slightly Disagree,Slightly Disagree,Disagree,I Don't Know,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,179.838,180.478,181.876,2,Slightly Agree,Slightly Agree,28.865,30.297,32.607,2,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,0,0,45,0,0,3,0,0,26,FALSE,74,50,0,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,3,Moderate Risk,Male,45-54,Brain,2,0,1,0,0,283,584,827,1493,239.29,NA,Correct,NA,Correct
2957,100,TRUE,Yes,77,Male,NA,TRUE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"No, not employed - not looking for work",$600 - $799,3.688,38.552,40.859,6,Slightly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,43.436,74.522,77.574,4,Disagree,Slightly Agree,17.662,33.743,35.486,4,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,0,0,0,0,0,108,0,0,6,FALSE,114,20,0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,2,Low Risk,Male,65+,Clubs,4,0,0,0,1,247,407,926,1601,75.358,74.067,Again,Correct,Correct
2959,100,TRUE,Yes,50,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, part time",$600 - $799,13.921,48.493,50.521,3,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,7.607,10.86,12.194,2,Agree,Agree,5.595,8.488,9.785,2,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,0,0,0,0,2,FALSE,2,20,0,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,3,Moderate Risk,Female,45-54,Design,3,0,0,1,0,230,299,1087,1412,58.036,NA,Correct,NA,Correct
2963,100,TRUE,Yes,45,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, casual",$600 - $799,0.851,18.285,20.185,8,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,0.918,5.88,8.487,3,Slightly Agree,Slightly Agree,0.912,3.919,4.663,3,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Control,1,1,0,0,0,NA,66,635,724,0,0,Control,Control,CTRL
2965,100,TRUE,Yes,47,Male,NA,TRUE,New South Wales,New South Wales,Major City,Postgraduate degree,NA,"Yes, full time","$1,250 - $1,499",2.603,5.155,6.77,4,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,2.06,2.594,3.331,2,Agree,Agree,1.933,3.133,4.252,3,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,0,0,0,2,0,0,0,10,0,FALSE,12,5,5,Most of the time,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,10,High Risk,Male,45-54,Clubs,4,0,0,0,1,153,278,296,615,48.905,14.627,Clinic,FreeMeals,Failed
2969,100,TRUE,Yes,49,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, full time","$2,000 - $2,499",6.931,19.284,20.039,3,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,5.141,6.134,7.048,2,Agree,Agree,2.372,6.483,7.293,3,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,0,0,0,0,0,0,0,2,52,FALSE,54,500,0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,45-54,Design,3,0,0,1,0,224,333,634,987,103.613,64.251,Depression,EpMeds,Failed
2994,100,TRUE,Yes,51,Female,NA,FALSE,Victoria,Victoria,Major City,Postgraduate degree,NA,"No, not employed - not looking for work","$1,000 - $1,249",1.216,15.922,16.65,6,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,24.235,24.954,4,Agree,Agree,11.847,13.033,13.696,3,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Agree,Strongly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,30,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Control,1,1,0,0,0,NA,69,353,532,0,0,Control,Control,CTRL
3012,100,TRUE,Yes,45,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, casual","$1,000 - $1,249",2.163,23.639,24.559,14,Agree,Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,0.696,6.748,7.381,7,Strongly Agree,Agree,0.679,4.83,7.554,5,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,0,1,0,2,0,0,0,0,0,FALSE,3,10,50,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,2,Low Risk,Male,45-54,Brain,2,0,1,0,0,100,189,294,526,78.914,4.853,Clinic,EpMeds,Failed
3020,100,TRUE,Yes,54,Female,NA,FALSE,Victoria,Victoria,Major City,Year 11 or equivalent,NA,"No, not employed - not looking for work","$1,250 - $1,499",14.835,27.848,28.937,3,Strongly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Agree,Slightly Disagree,49.242,53.291,54.756,2,Agree,Agree,16.902,18.019,18.941,2,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,30,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Clubs,4,0,0,0,1,202,307,487,833,165.58,NA,Correct,NA,Correct
3022,100,TRUE,Yes,45,Male,NA,TRUE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$800 - $999,9.101,25.344,26.61,7,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3.382,42.308,43.269,7,Strongly Agree,Strongly Agree,4.555,27.086,27.706,6,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0,3,0,0,0,50,0,0,40,FALSE,93,200,0,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,3,Moderate Risk,Male,45-54,Design,3,0,0,1,0,221,369,571,953,184.624,NA,Correct,NA,Correct
3030,100,TRUE,Yes,31,Female,NA,FALSE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - looking for work","$2,000 - $2,499",91.886,95.75,97.143,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,15.984,17.683,18.534,2,Strongly Agree,Strongly Agree,10.046,11.09,12.106,2,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Brain,2,0,1,0,0,125,351,819,1215,69.418,NA,Correct,NA,Correct
3031,100,TRUE,Yes,51,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, part time","$1,000 - $1,249",4.163,34.966,36.1,11,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,3.455,54.642,55.331,21,Agree,Strongly Agree,17.786,53.014,53.842,13,Agree,Strongly Agree,Slightly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Design,3,0,0,1,0,177,300,811,1127,129.031,NA,Correct,NA,Correct
3037,100,TRUE,Yes,26,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, full time","$4,000 - $4,999",9.048,15.35,16.356,3,Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,8.217,9.946,11.546,2,Slightly Agree,Slightly Agree,5.119,5.945,6.932,2,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Clubs,4,0,0,0,1,606,646,336,988,48.939,525.381,Again,Correct,Correct
3045,100,TRUE,Yes,50,Female,NA,FALSE,Victoria,Victoria,Major City,Postgraduate degree,NA,"No, not employed - not looking for work","$1,250 - $1,499",4.158,32.807,33.499,15,Strongly Agree,Slightly Disagree,Slightly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,1.477,14.914,15.597,13,Agree,Agree,1.75,63.566,65.361,15,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Design,3,0,0,1,0,99,226,1750,1996,63.511,NA,Correct,NA,Correct
3048,100,TRUE,Yes,52,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - looking for work","$4,000 - $4,999",8.197,19.917,21.581,5,Strongly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,128.321,141.041,141.585,7,Strongly Agree,Strongly Agree,37.17,39.435,39.972,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,0,0,0,1,FALSE,1,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Clubs,4,0,0,0,1,241,563,653,1232,214.326,NA,Correct,NA,Correct
3050,100,TRUE,Yes,50,Female,NA,FALSE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"Yes, part time","$2,000 - $2,499",8.172,14.971,15.905,3,Agree,Agree,Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,32.643,35.219,36.143,2,Strongly Agree,Strongly Agree,166.077,167.678,168.326,2,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,300,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Brain,2,0,1,0,0,135,726,1193,1927,117.976,NA,Correct,NA,Correct
3080,100,TRUE,Yes,30,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, part time","$1,000 - $1,249",13.002,24.555,26.058,3,Agree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Disagree,10.622,15.399,16.126,2,Agree,Agree,13.422,14.494,15.19,2,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Male,25-34,Brain,2,0,1,0,0,258,330,485,828,72.456,107.342,Again,Correct,Correct
